Year,Field,Distance,Plant,VegMass,SeedMass,Branch,Pods,Missing,SeedCount,PodCount1,PodMass1,PodCount2,PodMass2,PodCount3,PodMass3,PodCount4,PodMass4,PodCount5,PodMass5
2014,13,100,3,4.4071,0.6629,6,66,69,NA,5,0.0111,15,0.0208,18,0.0194,16,0.0221,20,0.0345
2014,13,100,4,9.0071,1.7629,3,90,30,NA,25,0.0149,29,0.0331,29,0.0237,15,0.0105,26,0.027
2014,13,100,5,13.4256,3.1044,7,140,56,NA,10,0.0073,19,0.0156,15,0.0093,18,0.0182,28,0.0537
2014,13,500,3,6.9427,1.9673,5,77,35,NA,4,0.0101,9,0.0142,26,0.0297,24,0.0358,17,0.0296
2014,13,500,4,2.7521,0.5879,4,28,32,NA,19,0.0387,5,0.0082,20,0.0299,15,0.0374,10,0.0195
2014,13,500,5,11.0035,2.8065,7,112,70,NA,14,0.0398,26,0.058,22,0.0502,20,0.0465,24,0.0335
2014,3,1,1,22.9117,10.1583,6,190,82,NA,27,0.1242,27,0.0577,22,0.0632,30,0.0817,24,0.05
2014,3,1,2,30.6479,10.3221,8,247,124,NA,26,0.0444,32,0.0642,30,0.0792,15,0.0291,23,0.0928
2014,3,1,3,15.7831,7.5269,5,139,55,NA,26,0.0781,25,0.0604,28,0.0745,25,0.079,18,0.041
2014,3,5,1,26.0592,11.3508,9,241,46,NA,23,0.0409,19,0.0818,25,0.0384,34,0.1025,32,0.0781
2014,3,5,2,18.4835,7.6965,7,166,62,NA,30,0.0727,26,0.0914,24,0.0868,30,0.0836,25,0.0553
2014,3,5,5,6.1033,1.6267,6,65,25,NA,15,0.0398,11,0.0454,14,0.0599,1,0.0047,15,0.0443
2014,3,20,3,10.476,3.814,4,89,35,NA,23,0.0762,25,0.0787,20,0.0508,26,0.068,21,0.0815
2014,3,20,4,9.5403,2.4397,5,73,53,NA,26,0.0571,21,0.044,19,0.0304,20,0.036,22,0.0364
2014,3,20,5,15.0279,5.5221,5,109,74,NA,24,0.0697,19,0.0651,22,0.0557,22,0.0569,15,0.0305
2014,3,100,1,11.9117,4.8683,6,99,45,NA,26,0.0631,16,0.049,14,0.0407,21,0.0662,22,0.0736
2014,3,100,2,14.8752,5.4648,7,146,120,NA,22,0.0857,25,0.0855,19,0.0703,18,0.0317,6,0.0266
2014,3,100,4,6.2763,2.1537,4,65,25,NA,27,0.0588,23,0.0422,17,0.0398,22,0.0369,8,0.0147
2014,3,500,2,18.5365,6.5835,8,206,110,NA,18,0.0341,19,0.0715,19,0.0545,18,0.0292,28,0.057
2014,3,500,4,2.1867,0.0533,2,18,11,NA,10,0.0295,13,0.0262,28,0.0627,21,0.045,15,0.0431
2014,3,500,5,1.89405,0.02595,2,14,23,NA,23,0.0302,20,0.044,22,0.0353,10,0.0132,NA,NA
2014,25,1,3,6.9259,1.6741,2,55,12,NA,24,0.0922,22,0.0833,18,0.0709,19,NA,3,0.013
2014,25,1,4,11.3403,5.4597,3,67,33,NA,30,0.1097,27,0.0995,29,0.0953,25,0.071,27,0.0875
2014,25,1,5,14.4812,6.3188,3,111,50,NA,28,0.0729,26,0.0822,32,0.0974,30,0.1163,28,0.0874
2014,25,5,1,10.8898,3.8102,3,64,22,1801,23,0.0994,27,0.0896,30,0.1307,16,0.0609,7,0.021
2014,25,5,2,1.9883,0.2117,1,8,17,83,29,0.0924,21,0.0598,2,0.0048,3,0.0035,2,0.0039
2014,25,5,4,3.2204,1.4796,2,36,10,481,24,0.0932,23,0.0796,5,0.0154,15,0.0314,2,0.0096
2014,25,20,1,4.4824,0.7176,1,30,9,NA,10,0.0188,20,0.0333,25,0.0403,9,0.008,9,0.0128
2014,25,20,2,1.9471,1.8529,1,49,12,NA,11,0.022,4,0.0065,13,0.0263,25,0.066,14,0.0412
2014,25,20,3,12.6003,3.1997,5,107,16,1841,13,0.0146,15,0.0253,32,0.0654,12,0.0156,24,0.0401
2014,25,20,4,3.1354,2.9646,2,64,13,1064,3,0.0066,3,0.0136,30,0.098,24,0.0649,18,0.0415
2014,25,20,5,37.6513,17.0487,7,356,80,7194,23,0.0453,27,0.0461,20,0.009,13,0.0373,13,0.0183
2014,25,100,1,9.3757,3.9243,4,104,40,NA,21,0.0629,33,0.1284,34,0.1008,29,0.0843,20,0.0376
2014,25,100,2,29.9814,13.4186,5,284,58,NA,31,0.0849,31,0.1067,23,0.0643,17,0.0736,16,0.0372
2014,25,100,3,21.1989,5.8011,5,149,53,2628,26,0.046,29,0.0578,23,0.0374,25,0.0757,24,0.0489
2014,25,100,4,10.0066,4.4934,4,102,38,NA,6,0.0141,27,0.06,5,0.0159,20,0.0469,21,0.0535
2014,25,100,5,6.929,2.971,2,82,10,NA,10,0.0321,25,0.0713,28,0.0652,27,0.0475,10,0.0201
2014,25,500,1,12.7014,4.5986,5,155,89,NA,26,0.096,8,0.0223,27,0.0994,16,0.0288,21,0.0459
2014,25,500,3,3.2057,1.2943,2,38,25,NA,14,0.0341,28,0.0705,25,0.0514,25,0.0532,23,0.0541
2014,25,500,4,6.3692,2.7308,4,76,24,NA,16,0.0452,14,0.027,14,0.034,18,0.0375,17,0.0262
2014,23,1,1,24.0199,8.8801,5,214,109,2427,1,0.0069,11,0.0537,18,0.0611,5,0.0133,25,0.0592
2014,23,1,2,16.1467,8.8533,3,141,71,3151,20,0.037,23,0.0424,43,0.1305,22,0.0352,19,0.0589
2014,23,1,3,15.2723,7.5277,3,133,65,2496,25,0.0719,24,0.0522,34,0.089,29,0.0869,32,0.0944
2014,23,1,4,11.2525,5.8475,3,109,33,2203,20,0.0337,24,0.0355,27,0.0804,30,0.0865,23,0.0348
2014,23,1,5,6.5788,3.5212,2,73,23,1439,26,0.0646,21,0.0466,27,0.0687,29,0.0692,22,0.0391
2014,23,5,1,9.5914,4.3086,2,102,19,1835,12,0.021,24,0.0466,25,0.0485,16,0.0265,15,0.0221
2014,23,5,2,12.2792,5.6208,2,121,15,2447,33,0.0772,8,0.0175,21,0.0463,28,0.0555,13,0.0236
2014,23,5,3,38.7187,11.9813,7,422,138,3946,23,0.0647,8,0.027,18,0.039,20,0.0503,19,0.0491
2014,23,5,4,19.5643,8.1357,5,176,13,3625,26,0.054,23,0.0395,23,0.0619,34,0.05333,27,0.075
2014,23,5,5,43.984,12.416,7,281,193,2957,3,0.0149,22,0.0578,24,0.1023,14,0.0849,1,0.0053
2014,23,20,1,32.9117,9.0883,8,310,89,3708,10,0.0315,17,0.0367,25,0.0577,25,0.0496,26,0.0495
2014,23,20,2,7.8,3.3735,2,74,11,1454,31,NA,28,NA,26,NA,19,NA,25,NA
2014,23,20,3,21.7447,9.6553,4,186,97,2638,6,0.0339,26,0.0951,10,0.0461,23,0.0532,23,0.0763
2014,23,20,4,60.1612,19.1388,10,614,134,7113,29,0.0877,12,0.0388,31,0.1052,17,0.0463,4,0.0176
2014,23,20,5,21.7033,7.6967,3,163,93,2679,28,0.0982,28,0.0681,31,0.0717,18,0.028,26,0.066
2014,23,100,1,95.0683,34.6317,10,763,179,14735,32,0.0617,37,0.1107,33,0.1076,31,0.0718,29,0.0862
2014,23,100,2,21.9608,9.0392,7,205,80,3885,27,0.0638,11,0.038,5,0.0172,17,0.0302,14,0.0462
2014,23,100,3,36.4756,17.2244,6,354,95,6470,7,0.0255,30,0.0869,29,0.0745,6,0.0192,27,0.1207
2014,23,100,4,27.2564,7.4436,4,245,108,2434,2,0.0055,2,0.0076,15,0.0493,7,0.0322,15,0.0787
2014,23,100,5,34.0348,14.6652,4,312,88,5772,4,0.0099,18,0.0284,6,0.0341,30,0.0713,26,0.0852
2014,23,500,1,14.3786,5.5214,7,146,38,2097,31,0.0856,15,0.0571,14,0.0344,27,0.0312,16,0.0413
2014,23,500,2,33.4655,11.7345,7,244,83,5144,35,0.0572,27,0.0281,19,0.0129,15,0.0301,31,0.096
2014,23,500,3,19.3465,9.0535,4,215,86,3206,9,0.0323,5,0.0191,21,0.0449,11,0.0269,29,0.0705
2014,23,500,4,23.2799,10.6201,3,210,74,3649,13,0.0409,29,0.0673,19,0.0678,22,0.063,19,0.0421
2014,23,500,5,47.2007,23.2993,6,420,110,8774,9,0.0309,30,0.0775,28,0.0758,27,0.0677,33,0.081
2015,32,5,1,14.3624,5.2976,5,135,20,NA,24,0.1135,20,0.0648,16,0.0562,18,0.0686,14,0.0531
2015,32,5,3,9.3125,4.8375,6,75,19,NA,16,0.0542,28,0.102,24,0.0743,24,0.0649,33,0.1161
2015,32,5,4,31.2792,12.9908,10,204,96,NA,29,0.1068,10,0.034,23,0.0624,26,0.0877,28,0.0638
2015,32,20,2,8.8956,2.3644,5,50,30,NA,25,0.0392,35,0.0596,31,0.0902,33,0.0682,34,0.0767
2015,32,20,4,17.2136,9.1264,6,140,47,NA,29,0.0748,39,0.1392,31,0.1192,24,0.0465,31,0.0817
2015,32,20,5,23.4771,13.7929,6,224,36,NA,26,0.0506,25,0.0455,31,0.0879,31,0.0536,30,0.0759
2015,32,100,1,11.3787,3.4413,7,91,32,NA,16,0.0535,18,0.0556,20,0.0512,17,0.0351,14,0.0297
2015,32,100,4,12.7515,6.3985,6,106,47,NA,32,0.0794,29,0.0708,29,0.0806,30,0.0802,29,0.073
2015,32,100,5,7.5865,2.9835,5,54,25,NA,25,0.0481,33,0.1044,26,0.0626,28,0.0584,26,0.053
2015,32,500,1,25.8369,10.8131,8,178,64,NA,25,0.0682,32,0.091,29,0.0769,24,0.0429,30,0.0788
2015,32,500,2,9.9363,2.7437,4,52,43,NA,26,0.0994,25,0.0729,31,0.1347,21,0.1034,32,0.1259
2015,32,500,3,15.7554,5.8046,7,108,50,NA,27,0.0565,25,0.0381,29,0.0716,28,0.1071,23,0.0565
2015,33,5,3,13.5,4.81,5,82,54,NA,26,0.0586,26,0.0738,26,0.107,25,0.1178,31,0.0944
2015,33,5,4,15.7441,6.4259,6,109,52,NA,22,0.0434,23,0.0575,20,0.0537,29,0.0722,28,0.067
2015,33,5,5,9.642,3.998,5,69,32,NA,24,0.0692,19,0.0426,23,0.076,22,0.0571,30,0.1061
2015,33,20,1,8.7494,1.3706,6,47,36,NA,19,0.0271,19,0.0258,19,0.0237,24,0.0252,27,0.1071
2015,33,20,2,10.9761,5.0339,6,97,40,NA,29,0.0889,26,0.0838,25,0.0521,29,0.0597,24,0.0613
2015,33,20,4,13.0271,3.0229,6,81,17,NA,25,0.0568,31,0.0543,23,0.0251,26,0.0784,27,0.0525
2015,33,100,2,6.7074,1.9426,4,46,37,NA,30,0.0895,21,0.0421,26,0.0948,22,0.0559,28,0.0885
2015,33,100,3,12.2326,6.3274,7,97,34,NA,24,0.1029,24,0.0634,13,0.0317,28,0.112,25,0.0954
2015,33,100,4,12.4361,3.5739,6,79,22,NA,26,0.0844,27,0.0874,26,0.0824,20,0.0606,27,0.0925
2015,33,500,1,15.4923,8.7777,4,120,13,NA,20,0.0699,26,0.1043,33,0.1143,24,0.0662,26,0.0921
2015,33,500,2,6.9731,1.4269,1,38,12,NA,21,0.0306,22,0.0545,29,0.0924,23,0.0327,37,0.1343
2015,33,500,3,8.9561,5.1539,3,74,19,NA,39,0.1295,19,0.0517,21,0.0611,21,0.0683,15,0.0519
2015,34,5,1,15.9501,6.2399,5,88,26,NA,26,0.0634,27,0.1003,28,0.0958,27,0.0729,30,0.0654
2015,34,5,3,14.1202,4.3898,3,62,16,NA,33,0.1128,28,0.0907,30,0.0849,22,0.0815,35,0.1316
2015,34,5,4,26.1778,13.7622,5,198,36,NA,18,0.0536,26,0.0746,23,0.062,23,0.0721,10,0.0291
2015,34,20,1,11.8845,7.3355,4,122,26,NA,19,0.0717,25,0.0837,9,0.0131,21,0.0741,27,0.1025
2015,34,20,4,15.8272,5.8128,5,78,19,NA,34,0.1414,29,0.1137,22,0.0857,35,0.1227,31,0.1225
2015,34,20,5,11.623,6.727,3,84,16,NA,25,0.0845,29,0.1103,28,0.0986,30,0.0868,30,0.1008
2015,34,100,1,19.1431,4.8069,5,86,26,NA,26,0.0999,15,0.0317,25,0.0688,24,0.0563,25,0.0447
2015,34,100,4,7.0469,3.5731,2,49,8,NA,23,0.0681,25,0.0789,30,0.0808,35,0.1206,24,0.0706
2015,34,100,5,7.9154,4.1846,3,66,9,NA,16,0.0385,27,0.0812,24,0.0613,24,0.0632,29,0.1036
2015,34,500,1,24.9931,12.2569,6,199,50,NA,14,0.0345,28,0.0693,28,0.0749,33,0.0716,19,0.0588
2015,34,500,3,12.5942,7.2458,4,114,18,NA,23,0.0998,24,0.0736,20,0.071,19,0.0577,20,0.0643
2015,34,500,5,14.3788,6.7312,4,109,29,NA,28,0.1138,24,0.0695,30,0.0808,29,0.0822,30,0.0991
2015,47,5,2,11.8912,5.5888,8,119,45,NA,27,0.0916,21,0.0538,15,0.0548,21,0.0623,24,0.0812
2015,47,5,4,9.7755,5.8245,6,114,58,NA,12,0.0446,14,0.0507,16,0.0555,20,0.0598,18,0.0553
2015,47,5,5,13.0936,8.0464,9,150,70,NA,24,0.066,20,0.0585,19,0.064,29,0.0938,27,0.103
2015,47,20,1,10.8803,5.4097,6,126,76,NA,25,0.0689,15,0.0651,16,0.0673,10,0.0508,17,0.077
2015,47,20,2,2.4523,1.1877,4,25,12,NA,22,0.0328,24,0.0855,25,0.0991,19,0.048,28,0.1171
2015,47,20,4,3.4899,1.4501,3,41,21,NA,22,0.04,31,0.1023,26,0.0607,23,0.0421,24,0.0444
2015,47,100,1,37.99,18.38,8,294,89,NA,22,0.0618,18,0.0682,33,0.0963,27,0.0677,28,0.1033
2015,47,100,3,52.7487,28.9513,10,452,115,NA,28,0.063,28,0.1154,22,0.04,28,0.0929,27,0.0881
2015,47,100,5,7.5935,3.1165,4,72,38,NA,27,0.0597,29,0.0886,29,0.0619,28,0.0545,28,0.0683
2015,47,500,1,32.2582,7.4718,4,254,93,NA,21,0.053,31,0.1448,22,0.0699,30,0.1175,32,0.1465
2015,47,500,2,24.7523,11.1077,5,208,73,NA,28,0.0607,21,0.0779,23,0.043,8,0.0265,25,0.0735
2015,47,500,3,15.6797,14.7503,4,209,39,NA,22,0.0483,30,0.071,33,0.0639,30,0.0724,25,0.0651
2015,48,5,1,14.3687,4.8213,6,129,58,NA,25,0.0426,12,0.0186,29,0.0736,30,0.0572,21,0.0331
2015,48,5,2,16.2286,6.6814,5,140,46,NA,16,0.0261,23,0.0526,32,0.1349,32,0.0775,37,0.1071
2015,48,5,5,8.133,2.457,4,73,18,NA,26,0.06,27,0.0316,20,0.0404,24,0.0415,27,0.0366
2015,48,20,1,6.8734,3.3866,3,49,26,NA,31,0.1248,27,0.1207,21,0.1081,28,0.1286,23,0.1065
2015,48,20,2,14.1009,7.8291,5,127,56,NA,31,0.1066,13,0.0517,28,0.0978,25,0.0975,21,0.0568
2015,48,20,5,47.2947,29.0453,7,428,128,NA,12,0.0495,26,0.0988,30,0.0982,11,0.0617,27,0.1252
2015,48,100,1,20.8786,10.1814,5,168,38,NA,27,0.0744,36,0.155,21,0.046,29,0.1273,27,0.1172
2015,48,100,3,10.272,4.458,5,77,26,NA,29,0.1132,26,0.0918,26,0.1004,29,0.1108,30,0.1114
2015,48,100,4,15.9254,7.4646,4,107,12,NA,15,0.0504,23,0.0925,29,0.1251,26,0.1049,27,0.1058
2015,48,500,1,NA,NA,4,115,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,500,2,12.4295,7.4805,3,109,28,NA,28,0.148,26,0.0908,29,0.1172,31,0.1429,23,0.079
2015,48,500,3,20.8882,10.6718,3,151,17,NA,29,0.0856,20,0.093,25,0.0643,24,0.0709,25,0.0754
2015,49,5,2,22.2833,13.5167,7,179,39,NA,31,0.1063,30,0.1166,30,0.1162,22,0.0512,30,0.1089
2015,49,5,3,12.2404,8.0896,6,112,20,NA,31,0.088,29,0.0835,20,0.0502,31,0.0947,34,0.1001
2015,49,5,4,19.2929,13.7171,6,178,43,NA,34,0.1436,25,0.0754,25,0.0813,27,0.066,31,0.1387
2015,49,20,1,37.5369,18.4131,10,311,113,NA,36,0.1228,25,0.0833,21,0.059,34,0.1032,30,0.0699
2015,49,20,2,16.5312,9.9788,6,203,54,NA,36,0.0882,30,0.0666,24,0.0464,34,0.0697,26,0.0569
2015,49,20,5,37.2776,16.6724,8,315,59,NA,24,0.0436,30,0.0523,26,0.0642,31,0.1235,30,0.0844
2015,49,100,2,59.0835,30.4765,10,565,103,NA,5,0.0187,28,0.0772,28,0.0955,29,0.0845,29,0.0761
2015,49,100,3,17.357,9.123,7,178,87,NA,27,0.0952,28,0.1156,29,0.0735,29,0.0619,29,0.1008
2015,49,100,4,7.1892,3.4308,5,66,11,NA,31,0.0951,15,0.0303,27,0.0859,24,0.0862,19,0.0579
2015,49,500,3,37.3773,14.0227,6,268,114,NA,33,0.1497,31,0.1519,29,0.1261,34,0.1795,28,0.1055
2015,49,500,4,9.9448,3.0552,6,83,46,NA,27,0.0903,18,0.0567,32,0.0712,27,0.0986,8,0.0218
2015,49,500,5,20.4158,6.2842,5,174,67,NA,31,0.079,26,0.0569,26,0.0593,24,0.0405,22,0.031
2015,50,5,2,31.0858,9.4742,6,229,79,NA,2,0.0055,25,0.0428,27,0.1225,33,0.0918,26,0.1439
2015,50,5,4,19.5498,14.3402,5,134,10,NA,27,0.1325,25,0.0845,29,0.1191,27,0.1361,29,0.1405
2015,50,5,5,34.3045,20.5055,6,233,39,NA,28,0.118,30,0.1805,28,0.1156,17,0.0836,19,0.064
2015,50,20,2,31.9228,10.8772,5,211,42,NA,30,0.0572,28,0.0862,24,0.0444,5,0.0112,7,0.0274
2015,50,20,3,26.5574,9.6126,5,165,60,NA,24,0.1053,21,0.0725,24,0.0719,20,0.0579,18,0.0517
2015,50,20,5,25.2355,3.3945,6,178,27,NA,20,0.0116,22,0.038,21,0.0257,23,0.0717,18,0.0524
2015,50,100,1,26.0521,10.6479,6,189,61,NA,29,0.0934,17,0.0263,24,0.0856,15,0.0609,33,0.1143
2015,50,100,2,35.8922,16.2578,4,229,55,NA,21,0.1088,21,0.0852,10,0.0482,17,0.0974,25,0.1255
2015,50,100,5,16.8278,6.2922,4,151,35,NA,27,0.1115,23,0.0769,8,0.0232,23,0.0696,25,0.0807
2015,50,500,1,43.5745,16.0955,8,373,68,NA,12,0.0329,4,0.0205,14,0.0391,20,0.0567,22,0.0605
2015,50,500,3,43.6966,14.7234,7,384,69,NA,23,0.0954,19,0.0391,28,0.0998,24,0.0389,22,0.0651
2015,50,500,4,17.4887,4.1213,6,156,35,NA,21,0.0292,20,0.0203,20,0.0265,24,0.06,26,0.0745
2015,35,5,2,17.0451,5.5049,5,104,57,NA,29,0.0695,23,0.0838,22,0.0632,33,0.0625,25,0.0626
2015,35,5,3,13.0165,0.9135,3,77,26,NA,27,0.0186,23,0.0306,30,0.0354,28,0.0402,29,0.0341
2015,35,5,5,17.5685,2.4115,5,94,43,NA,10,0.0125,26,0.0459,30,0.0301,52,0.0584,23,0.0175
2015,35,20,2,45.7893,13.6007,10,334,145,NA,28,0.0673,21,0.0136,27,0.036,30,0.0604,26,0.0376
2015,35,20,4,30.3039,6.2161,6,181,120,NA,29,0.0396,26,0.0361,25,0.0622,28,0.0331,26,0.0409
2015,35,20,5,35.4625,9.0375,8,220,87,NA,20,0.0281,23,0.0381,26,0.0635,27,0.0515,25,0.068
2015,35,100,1,32.7739,7.0461,8,211,96,NA,23,0.049,32,0.0808,26,0.0561,18,0.0391,19,0.0346
2015,35,100,4,63.1578,19.6522,9,435,222,NA,27,0.0619,16,0.0326,23,0.0464,19,0.0409,28,0.0692
2015,35,100,5,12.1596,1.0004,4,107,17,NA,15,0.0332,19,0.0357,18,0.0097,17,0.0104,23,0.03
2015,35,500,1,15.1627,3.0173,4,95,39,NA,18,0.0524,32,0.1058,29,0.0646,24,0.0413,33,0.1022
2015,35,500,4,52.0027,18.3473,8,438,123,NA,26,0.0634,26,0.0512,27,0.0699,27,0.0602,30,0.0605
2015,35,500,5,6.6235,2.3565,2,49,20,NA,22,0.0607,22,0.0394,24,0.0454,30,0.0533,26,0.0653
2015,36,5,1,14.0182,0.6818,4,135,30,NA,16,0.0241,12,0.0234,15,0.0139,16,0.0105,16,0.018
2015,36,5,2,20.1326,3.0374,4,129,27,NA,30,0.035,25,0.0389,29,0.04,23,0.0447,30,0.0854
2015,36,5,4,11.2,1.98,3,73,20,NA,23,0.0539,28,0.0178,33,0.0471,36,0.0541,32,0.0543
2015,36,20,1,18.0809,3.5891,5,123,21,NA,13,0.0102,9,0.021,24,0.0248,27,0.0564,28,0.0332
2015,36,20,3,13.0854,1.6946,4,96,26,NA,29,0.0333,25,0.0332,28,0.0386,24,0.0302,25,0.0399
2015,36,20,4,13.1902,1.1398,3,89,27,NA,22,0.0257,26,0.0438,18,0.0155,23,0.0191,33,0.0295
2015,36,100,1,41.0752,5.7448,6,255,37,NA,22,0.0091,33,0.024,29,0.0203,14,0.0122,31,0.0596
2015,36,100,4,26.134,2.116,4,200,44,NA,26,0.0124,31,0.0331,27,0.0146,33,0.0971,34,0.0818
2015,36,100,5,11.772,2.638,3,81,12,NA,28,0.0308,15,0.0151,24,0.0286,28,0.0447,30,0.0492
2015,36,500,1,21.1082,7.7718,4,190,89,NA,16,0.0411,11,0.0244,9,0.0344,9,0.0242,3,0.0136
2015,36,500,2,30.3895,10.2705,5,230,81,NA,27,0.0779,11,0.0305,19,0.0439,16,0.0405,22,0.0486
2015,36,500,4,6.6638,1.8562,2,57,12,NA,23,0.0525,31,0.0695,24,0.0455,26,0.0413,27,0.0534
2015,37,5,2,9.7884,0.9216,2,35,20,NA,23,0.0192,28,0.0377,32,0.0753,36,0.0731,31,0.0575
2015,37,5,3,18.308,2.712,5,89,33,NA,23,0.0276,31,0.0452,35,0.0659,36,0.0718,37,0.1094
2015,37,5,4,22.6085,5.4915,4,132,49,NA,35,0.1576,24,0.0308,28,0.0416,24,0.0312,24,0.0522
2015,37,20,1,65.0244,27.2956,10,392,196,NA,31,0.0975,22,0.0624,26,0.0784,26,0.0849,19,0.0528
2015,37,20,3,17.9632,5.8168,3,98,24,NA,30,0.0788,31,0.0875,24,0.0732,28,0.0757,34,0.1217
2015,37,20,4,70.8826,24.9574,8,403,112,NA,41,0.1483,36,0.1138,29,0.0753,26,0.0402,35,0.1103
2015,37,100,1,20.6525,8.7875,6,107,45,NA,31,0.1492,26,0.0933,23,0.0971,25,0.0843,27,0.0875
2015,37,100,4,47.5572,21.3728,7,314,129,NA,29,0.0893,35,0.1593,21,0.0801,31,0.0835,32,0.1232
2015,37,100,5,11.3697,2.2403,4,59,14,NA,27,0.0634,31,0.0444,27,0.0548,13,0.0166,24,0.0643
2015,37,500,2,41.7486,20.7314,7,329,107,NA,19,0.0553,18,0.0533,25,0.0685,27,0.0703,23,0.0582
2015,37,500,4,24.4639,10.9661,6,160,52,NA,29,0.1044,21,0.0571,26,0.0916,19,0.0609,25,0.096
2015,37,500,5,19.1255,8.1945,5,129,38,NA,17,0.0685,20,0.0715,25,0.0871,20,0.0542,25,0.0763
2015,38,5,1,16.1224,6.0576,6,102,44,NA,31,0.066,27,0.0712,26,0.0636,29,0.0609,36,0.1201
2015,38,5,3,25.707,9.003,8,197,74,NA,28,0.0652,24,0.0928,26,0.0865,24,0.0595,25,0.0545
2015,38,5,4,70.4271,16.5529,10,487,103,NA,12,0.0433,24,0.0664,23,0.0766,18,0.0357,23,0.0581
2015,38,20,2,34.8976,5.8024,8,195,114,NA,29,0.0271,29,0.0385,30,0.0396,30,0.0498,25,0.0267
2015,38,20,3,48.0589,7.4911,9,226,96,NA,21,0.0309,30,0.0312,34,0.0912,29,0.0236,32,0.0415
2015,38,20,4,13.5454,0.8346,4,68,43,NA,30,0.0174,11,0.0257,29,0.0342,35,0.0246,32,0.049
2015,38,100,2,25.9922,8.9378,6,175,66,NA,20,0.0479,29,0.0695,27,0.0825,28,0.0715,29,0.0684
2015,38,100,3,17.6162,6.7638,4,91,18,NA,26,0.0646,9,0.0447,22,0.0374,30,0.1521,28,0.1491
2015,38,100,4,24.6072,11.5528,5,177,48,NA,28,0.068,37,0.1228,29,0.0702,30,0.0744,32,0.0804
2015,38,500,1,56.3086,33.4514,6,411,135,NA,37,0.1066,22,0.0495,31,0.0936,31,0.0976,30,0.1162
2015,38,500,4,9.9516,6.1684,4,81,46,NA,31,0.1092,33,0.1046,26,0.1015,23,0.0837,24,0.0787
2015,38,500,5,13.3984,7.0116,4,116,54,NA,28,0.0682,23,0.1011,29,0.0992,31,0.0864,26,0.0694
2015,39,5,3,21.609,10.181,6,173,74,NA,8,0.0125,26,0.0592,32,0.0733,24,0.0424,31,0.091
2015,39,5,4,55.0548,25.0952,8,395,110,NA,27,0.0533,26,0.0757,33,0.0674,6,0.0135,26,0.0673
2015,39,5,5,13.0189,7.1311,5,105,64,NA,25,0.0986,27,0.0869,29,0.1061,32,0.1175,28,0.1153
