Year,Field,Distance,Plant,VegMass,SeedMass,Branch,Pods,Missing,SeedCount,PodCount1,PodMass1,PodCount2,PodMass2,PodCount3,PodMass3,PodCount4,PodMass4,PodCount5,PodMass5
2015,39,20,1,24.7253,10.2447,5,159,61,NA,19,0.0307,27,0.086,25,0.0754,27,0.0961,26,0.0701
2015,39,20,2,17.6326,6.5674,4,125,33,NA,15,0.0379,24,0.0749,29,0.084,28,0.1106,29,0.1058
2015,39,20,5,26.9472,11.2528,6,172,48,NA,29,0.088,30,0.0917,30,0.0716,27,0.0667,29,0.0895
2015,39,100,1,20.5997,7.7303,6,129,66,NA,14,0.0276,28,0.075,20,0.074,28,0.0697,25,0.085
2015,39,100,2,9.0537,3.4363,4,52,48,NA,24,0.07,24,0.0199,24,0.0652,34,0.1312,22,0.0595
2015,39,100,5,8.3671,2.4929,4,56,39,NA,10,0.0316,23,0.085,26,0.0743,23,0.061,28,0.0723
2015,39,500,1,34.3829,15.4371,7,222,122,NA,2,0.007,27,0.1068,30,0.1072,28,0.0718,27,0.0736
2015,39,500,4,38.2685,14.7515,8,271,116,NA,8,0.0386,32,0.1435,19,0.0542,34,0.1289,30,0.0952
2015,39,500,5,36.4792,19.0708,6,282,76,NA,25,0.0915,28,0.0838,24,0.083,21,0.0573,22,0.0702
2015,51,5,2,18.4509,11.4091,6,165,116,NA,32,0.1165,8,0.0326,23,0.0912,18,0.0614,18,0.0769
2015,51,5,4,10.7692,2.8508,6,105,39,NA,19,0.0239,16,0.0331,21,0.0335,26,0.0878,22,0.0821
2015,51,5,5,25.5738,16.3362,7,203,94,NA,35,0.1543,29,0.1241,25,0.0905,19,0.0748,18,0.0675
2015,51,20,1,13.3679,5.4321,6,96,64,NA,17,0.084,21,0.0902,26,0.0726,15,0.0594,26,0.0977
2015,51,20,3,8.2216,3.5884,4,70,71,NA,34,0.1244,6,0.0258,16,0.0545,18,0.0615,28,0.0898
2015,51,20,5,10.0799,5.3601,4,88,48,NA,5,0.0261,24,0.0969,7,0.0233,6,0.0225,27,0.1014
2015,51,100,2,15.9526,7.8974,6,150,83,NA,28,0.0747,31,0.1658,38,0.168,33,0.1417,41,0.1818
2015,51,100,4,13.9619,5.1981,4,107,46,NA,14,0.0716,22,0.0432,31,0.1207,24,0.0882,15,0.0684
2015,51,100,5,22.4942,7.2758,4,156,112,NA,32,0.1037,21,0.065,6,0.0369,27,0.1488,29,0.1441
2015,51,500,1,31.8186,9.2114,7,264,112,NA,16,0.0427,36,0.1514,35,0.0215,39,0.1193,20,0.0616
2015,51,500,2,11.275,3.835,4,99,41,NA,14,0.0341,17,0.0503,5,0.0173,14,0.0404,33,0.0657
2015,51,500,5,20.0698,7.8002,4,129,40,NA,33,0.1162,32,0.0982,38,0.1421,32,0.156,38,0.1487
2015,52,5,1,5.0871,3.8029,2,43,13,NA,36,0.15,16,0.0729,35,0.145,27,0.1231,31,0.1316
2015,52,5,3,16.5833,9.2867,5,143,28,NA,35,0.1367,27,0.0949,27,0.1076,7,0.0334,29,0.0856
2015,52,5,5,4.1627,2.6273,2,39,19,NA,26,0.0954,27,0.1066,24,0.0882,23,0.0867,31,0.1132
2015,52,20,1,17.3769,4.4331,4,166,50,NA,26,0.0425,21,0.0613,22,0.0245,19,0.0367,27,0.048
2015,52,20,2,4.0409,1.2391,3,42,14,NA,26,0.1251,26,0.037,20,0.094,25,0.114,26,0.134
2015,52,20,4,11.1405,3.4895,4,102,26,NA,23,0.0258,23,0.0395,26,0.062,25,0.0682,30,0.0379
2015,52,100,3,12.5595,4.9605,3,98,18,NA,31,0.1368,24,0.0241,19,0.0505,19,0.0435,25,0.0248
2015,52,100,4,34.0397,14.3103,6,322,85,NA,24,0.0343,21,0.0312,26,0.0896,25,0.0381,17,0.0243
2015,52,100,5,33.8581,12.3519,6,269,50,NA,27,0.0434,27,0.1086,28,0.0356,30,0.0731,11,0.0613
2015,52,500,2,17.2234,7.7266,4,157,64,NA,12,0.0439,29,0.0524,31,0.139,30,0.1412,34,0.0987
2015,52,500,3,22.8903,9.1597,5,193,78,NA,13,0.0265,11,0.049,19,0.0527,20,0.0398,24,0.0412
2015,52,500,4,28.8422,12.6778,4,281,87,NA,31,0.1568,22,0.0486,33,0.1149,13,0.032,30,0.0873
2015,53,5,2,42.4902,14.6198,5,419,261,NA,20,0.0706,23,0.0463,31,0.1536,32,0.0879,36,0.1784
2015,53,5,3,26.4802,6.1698,4,200,138,NA,24,0.1045,26,0.0555,19,0.0539,27,0.1037,26,0.0581
2015,53,5,5,16.0579,7.7121,6,114,37,NA,32,0.1099,30,0.0873,36,0.0923,28,0.0443,43,0.2199
2015,53,20,2,9.3382,4.0518,3,63,12,NA,21,0.0557,25,0.0887,30,0.1188,29,0.0742,24,0.0724
2015,53,20,4,5.3871,0.8229,3,47,37,NA,16,0.0123,22,0.0923,20,0.0408,21,0.0329,16,0.0223
2015,53,20,5,10.0888,1.5712,3,60,13,NA,16,0.0076,30,0.0481,31,0.04,30,0.0424,30,0.0399
2015,53,100,3,17.7417,7.3983,5,135,61,NA,15,0.0567,32,0.0756,33,0.1238,35,0.1231,25,0.0626
2015,53,100,4,12.5224,6.1576,2,105,45,NA,27,0.1017,31,0.1183,21,0.0677,28,0.1414,26,0.0922
2015,53,100,5,14.2151,7.2949,3,103,23,NA,23,0.1172,31,0.1075,34,0.0937,29,0.0882,30,0.0996
2015,53,500,1,20.376,10.904,6,197,45,NA,14,0.0208,29,0.0799,30,0.0833,24,0.0804,5,0.0181
2015,53,500,4,23.0422,10.7478,5,142,26,NA,26,0.0919,26,0.1077,16,0.032,30,0.1477,28,0.1367
2015,53,500,5,50.6049,28.4651,6,421,78,NA,34,0.0969,32,0.1026,26,0.0844,29,0.0777,25,0.0961
2015,54,5,3,5.098,2.482,3,47,9,NA,16,0.0487,18,0.0858,7,0.0315,16,0.0526,28,0.0836
2015,54,5,4,22.7364,12.1836,6,165,55,NA,9,0.0534,25,0.0632,28,0.0841,26,0.0645,34,0.162
2015,54,5,5,2.5286,1.1414,2,30,12,NA,21,0.0482,11,0.0371,8,0.0184,15,0.0462,20,0.0821
2015,54,20,2,30.1516,17.0684,5,206,47,NA,36,0.1251,23,0.1373,19,0.0936,27,0.0943,36,0.1096
2015,54,20,4,16.288,8.862,4,140,60,NA,30,0.0756,31,0.073,31,0.1251,17,0.0688,32,0.0964
2015,54,20,5,8.0894,4.6106,4,74,45,NA,30,0.0819,26,0.0618,29,0.0775,28,0.0771,23,0.0828
2015,54,100,1,5.7034,3.9066,2,56,11,NA,23,0.0868,25,0.1066,16,0.0637,17,0.0523,22,0.0923
2015,54,100,2,15.4486,8.5114,4,127,18,NA,24,0.0752,32,0.1244,28,0.1238,34,0.0885,32,0.1158
2015,54,100,5,13.1664,7.4536,4,125,31,NA,12,0.0313,32,0.0878,25,0.0635,27,0.0761,30,0.0714
2015,54,500,1,15.5377,8.2423,4,114,31,NA,28,0.0831,22,0.0872,25,0.0923,14,0.0333,23,0.0657
2015,54,500,4,10.9044,6.2656,2,79,11,NA,24,0.0876,31,0.1603,20,0.0687,27,0.0874,26,0.0763
2015,54,500,5,8.7366,5.2034,3,83,32,NA,27,0.0755,24,0.0774,25,0.0613,26,0.0795,26,0.0865
2015,55,5,1,5.9861,0.4139,4,36,39,NA,14,0.0116,7,0.0075,27,0.042,13,0.0187,25,0.0465
2015,55,5,2,43.9234,10.5366,11,312,76,NA,22,0.0349,25,0.0768,26,0.0485,29,0.0571,29,0.0828
2015,55,5,4,17.4662,3.2638,7,112,48,NA,24,0.032,28,0.0464,29,0.056,22,0.0414,44,0.1101
2015,55,20,1,42.7422,15.1878,9,366,120,NA,21,0.0467,28,0.0609,24,0.0621,28,0.0902,29,0.0528
2015,55,20,2,28.0529,10.1171,7,249,97,NA,29,0.048,13,0.0246,28,0.0804,31,0.0745,23,0.0728
2015,55,20,3,35.624,10.766,7,273,133,NA,9,0.0173,28,0.0641,21,0.0469,27,0.0585,27,0.0498
2015,55,100,1,5.9098,1.2802,4,51,23,NA,20,0.0424,7,0.0081,24,0.0831,24,0.0522,15,0.0294
2015,55,100,2,9.0284,4.0916,4,94,40,NA,28,0.0681,27,0.0868,17,0.0612,28,0.0886,26,0.0983
2015,55,100,5,12.2946,2.7354,5,95,32,NA,24,0.0208,19,0.0409,20,0.013,23,0.0767,21,0.0331
2015,55,500,2,24.3336,10.7864,6,216,76,NA,21,0.0647,24,0.0863,24,0.0568,24,0.0661,18,0.041
2015,55,500,3,27.3863,9.7237,6,181,46,NA,24,0.0929,12,0.0617,27,0.1219,26,0.1313,24,0.0627
2015,55,500,5,8.2223,1.5277,3,54,11,NA,19,0.0444,18,0.0722,15,0.0687,27,0.1048,30,0.0958
2015,56,5,1,50.2251,14.6149,11,419,211,NA,24,0.0139,13,0.0223,16,0.0062,18,0.0348,18,0.0415
2015,56,5,3,27.614,8.536,8,264,143,NA,16,0.0329,12,0.0166,22,0.0736,24,0.0599,23,0.0727
2015,56,5,4,19.521,6.869,6,186,103,NA,23,0.0365,24,0.035,28,0.091,31,0.1101,25,0.0607
2015,56,20,1,43.9081,12.3119,8,284,131,NA,30,0.0208,27,0.0766,20,0.0297,28,0.0834,29,0.0477
2015,56,20,2,63.2322,25.2478,7,487,199,NA,15,0.0318,36,0.0897,32,0.1087,18,0.0747,28,0.0608
2015,56,20,3,7.8267,1.5633,2,48,27,NA,22,0.0592,16,0.0405,6,0.0137,13,0.0174,14,0.0245
2015,56,100,1,24.5048,6.0352,9,226,131,NA,23,0.0637,10,0.0252,34,0.0764,12,0.0213,19,0.0297
2015,56,100,3,26.1251,6.4549,10,241,170,NA,29,0.0725,33,0.0644,19,0.041,24,0.0471,24,0.0578
2015,56,100,5,4.1775,1.0025,2,33,30,NA,20,0.0406,24,0.0535,28,0.0485,24,0.0672,5,0.0095
2015,56,500,2,51.528,10.212,8,373,96,NA,11,0.0152,11,0.0273,28,0.0379,21,0.066,27,0.0537
2015,56,500,3,4.8065,1.1635,3,35,35,NA,25,0.0755,29,0.0648,21,0.0829,22,0.0606,20,0.0623
2015,56,500,5,57.2219,6.6281,8,268,93,NA,3,0.006,25,0.0711,26,0.0566,19,0.021,28,0.0924
2015,57,5,1,40.1606,16.5394,7,318,120,NA,35,0.0923,30,0.0816,25,0.0276,24,0.0681,17,0.0521
2015,57,5,3,52.0912,22.9088,8,427,99,NA,14,0.0305,17,0.0279,23,0.027,25,0.0652,33,0.0872
2015,57,5,4,34.0328,15.7772,6,285,111,NA,24,0.0265,29,0.0855,32,0.101,31,0.0525,28,0.1113
2015,57,20,1,17.3017,9.2183,4,151,59,NA,21,0.0599,31,0.0735,19,0.0645,33,0.0852,29,0.0852
2015,57,20,2,8.4144,2.8256,3,78,47,NA,19,0.0741,20,0.0442,25,0.0694,19,0.0502,25,0.0623
2015,57,20,5,90.4449,33.7651,6,838,208,NA,33,0.0941,32,0.0347,19,0.0262,13,0.0574,28,0.0494
2015,57,100,1,107.6647,47.8953,7,892,202,NA,31,0.1713,15,0.0549,31,0.0842,28,0.0986,37,0.0967
2015,57,100,2,48.5828,24.2072,5,391,119,NA,31,0.0629,25,0.1069,20,0.0922,27,0.1419,33,0.0821
2015,57,100,5,30.361,14.409,5,243,79,NA,31,0.112,34,0.0767,33,0.0851,20,0.0619,28,0.0611
2015,57,500,1,75.3201,34.1399,8,649,221,NA,25,0.0948,29,0.0576,32,0.0649,24,0.0461,31,0.1095
2015,57,500,3,12.6563,6.6737,3,131,51,NA,22,0.045,27,0.0518,27,0.102,28,0.0637,30,0.101
2015,57,500,5,13.4119,6.4981,5,135,51,NA,27,0.0477,32,0.0611,33,0.0664,24,0.0433,24,0.0466
2015,58,5,1,27.955,11.795,6,237,93,NA,26,0.0337,16,0.0192,33,0.1117,19,0.0661,31,0.117
2015,58,5,3,11.8198,4.6702,5,114,53,NA,21,0.0288,30,0.0995,30,0.09,27,0.0525,24,0.0845
2015,58,5,5,17.0266,7.1834,7,164,88,NA,18,0.0523,35,0.1083,29,0.0978,29,0.0927,29,0.1003
2015,58,20,2,4.2229,2.4971,3,57,25,NA,26,0.0634,17,0.0309,17,0.0393,11,0.0271,21,0.0596
2015,58,20,3,19.2401,9.9999,5,185,36,NA,19,0.0411,30,0.0972,22,0.0543,24,0.0616,27,0.0757
2015,58,20,4,14.336,8.014,6,146,41,NA,19,0.0261,33,0.0875,20,0.0375,31,0.082,28,0.0874
2015,58,100,1,5.1631,2.4869,6,64,41,NA,8,0.032,16,0.0611,17,0.0478,22,0.0794,27,0.0984
2015,58,100,3,11.2715,5.5685,7,121,78,NA,14,0.0376,18,0.046,13,0.0519,26,0.085,15,0.044
2015,58,100,4,11.7057,6.0843,7,109,62,NA,27,0.0886,23,0.0915,11,0.0378,33,0.1117,17,0.0505
2015,58,500,1,29.6111,15.6389,6,279,37,NA,26,0.0619,24,0.079,23,0.0723,30,0.0852,24,0.0594
2015,58,500,4,31.0219,20.8781,8,301,93,NA,15,0.0641,25,0.1006,25,0.0728,31,0.0972,24,0.1036
2015,58,500,5,20.7034,11.8266,6,184,45,NA,32,0.1192,26,0.1092,22,0.0802,26,0.093,26,0.0901
2015,59,5,2,8.839,3.971,4,94,23,NA,25,0.0621,22,0.0538,20,0.0522,22,0.0521,29,0.0681
2015,59,5,3,38.1141,16.5159,8,370,73,NA,23,0.082,13,0.051,18,0.0612,15,0.0511,24,0.0941
2015,59,5,4,4.5904,2.3096,6,49,20,NA,18,0.054,14,0.0498,23,0.0681,39,0.1067,24,0.0801
2015,59,20,1,12.399,4.981,7,96,11,NA,22,0.0554,15,0.0314,28,0.073,24,0.0711,22,0.0888
2015,59,20,3,7.2984,2.2816,6,64,16,NA,25,0.0809,22,0.0727,15,0.0538,21,0.0703,24,0.0853
2015,59,20,4,7.7531,2.9669,5,72,32,NA,21,0.0553,19,0.0509,12,0.0316,21,0.0564,28,0.1234
2015,59,100,1,6.2927,0.1073,4,5,9,NA,4,0.0047,3,0.0123,10,0.0319,16,0.0605,NA,NA
2015,59,100,4,5.0376,1.1324,4,43,17,NA,14,0.0445,15,0.0578,17,0.0599,21,0.0723,21,0.068
2015,59,100,5,3.3341,0.1259,4,13,11,NA,20,0.0713,1,0.0023,4,0.0082,4,0.0047,2,0.0055
2015,59,500,1,7.5046,4.0354,5,83,27,NA,17,0.0564,14,0.0463,5,0.0167,25,0.0896,29,0.1284
2015,59,500,4,8.8883,4.6817,5,90,23,NA,19,0.0562,19,0.0653,17,0.0672,16,0.0554,20,0.0701
2015,59,500,5,9.2542,3.5358,5,85,32,NA,2,0.0098,15,0.0633,27,0.1192,21,0.082,21,0.1008
2015,40,5,1,10.701,6.099,3,86,24,NA,28,0.0842,24,0.0665,26,0.0897,23,0.1035,25,0.0552
2015,40,5,2,7.2846,3.1454,5,81,38,NA,20,0.0563,25,0.0643,22,0.0543,18,0.0709,21,0.0521
2015,40,5,3,17.0348,8.1352,6,131,52,NA,30,0.0796,32,0.1127,27,0.0932,26,0.0647,24,0.0662
2015,40,20,1,14.0094,7.1006,7,125,55,NA,23,0.0663,21,0.0645,28,0.0732,28,0.0799,21,0.0758
2015,40,20,2,8.4087,3.7913,5,76,32,NA,19,0.0418,14,0.0675,26,0.0824,26,0.0804,27,0.0992
2015,40,20,4,6.3367,2.0433,3,50,29,NA,19,0.0624,26,0.0802,23,0.07,27,0.0836,32,0.1081
2015,40,100,1,67.5907,24.4293,5,440,131,NA,24,0.0495,30,0.0688,27,0.0592,17,0.0449,31,0.0492
2015,40,100,4,66.5321,22.2979,10,472,211,NA,22,0.0367,26,0.0721,28,0.0537,21,0.0604,28,0.0651
2015,40,100,5,60.9713,24.0287,9,493,156,NA,25,0.0659,23,0.0485,28,0.0574,30,0.0777,33,0.0818
2015,40,500,2,44.3396,18.7104,6,318,157,NA,16,0.0386,31,0.0874,8,0.026,6,0.0234,29,0.0779
2015,40,500,3,34.8152,14.3148,7,231,94,NA,33,0.0744,33,0.0907,27,0.0686,30,0.0728,32,0.0776
2015,40,500,4,19.7037,6.2963,6,121,52,NA,28,0.0582,29,0.0791,31,0.0671,33,0.0677,23,0.0491
2015,41,5,2,10.2892,2.8608,5,61,24,NA,21,0.0433,31,0.0629,23,0.0678,11,0.0259,26,0.0661
2015,41,5,3,7.9156,1.6144,3,41,20,NA,22,0.0177,14,0.0128,33,0.0637,22,0.028,24,0.0357
2015,41,5,5,4.2371,1.9829,1,31,14,NA,23,0.0651,29,0.0843,25,0.0788,22,0.0571,36,0.1221
2015,41,20,2,6.5927,3.5173,3,58,14,NA,24,0.0849,22,0.0686,26,0.0641,27,0.0771,20,0.0667
2015,41,20,3,11.1457,2.2343,4,72,27,NA,35,0.0691,26,0.038,30,0.0509,31,0.0627,28,0.0679
2015,41,20,5,7.2066,3.0634,3,60,16,NA,22,0.0934,28,0.0863,19,0.0412,18,0.0757,26,0.1013
2015,41,100,1,8.3332,1.9968,2,39,3,NA,28,0.1029,36,0.1189,32,0.0826,26,0.0774,27,0.0328
2015,41,100,3,27.4448,8.3152,7,149,30,NA,38,0.1243,27,0.0741,32,0.1003,25,0.0371,27,0.0451
2015,41,100,5,16.6044,5.4556,4,107,23,NA,31,0.0951,20,0.0409,24,0.0803,34,0.1134,26,0.045
2015,41,500,2,20.1126,8.7874,4,139,75,NA,23,0.0614,24,0.0619,30,0.0837,27,0.0758,30,0.0914
2015,41,500,3,14.4711,5.4489,4,101,26,NA,31,0.0885,26,0.0404,28,0.0721,28,0.0511,30,0.1045
2015,41,500,4,6.1207,1.4093,2,28,3,NA,27,0.0636,33,0.0887,28,0.0639,34,0.0811,23,0.0425
2015,42,5,1,13.6494,3.6806,4,71,36,NA,18,0.0283,21,0.0923,24,0.0867,17,0.0366,29,0.1407
2015,42,5,3,9.5945,5.4255,4,74,24,NA,21,0.0584,9,0.0225,24,0.0671,18,0.0428,33,0.117
2015,42,5,5,5.9199,2.6701,2,33,11,NA,30,0.1453,28,0.1395,32,0.1619,20,0.0823,22,0.0935
2015,42,20,2,18.5734,9.6566,5,110,51,NA,22,0.0915,27,0.1318,23,0.1022,19,0.082,24,0.0973
2015,42,20,4,10.0179,3.5421,4,50,5,NA,26,0.1156,14,0.0647,16,0.0313,21,0.1091,25,0.1131
2015,42,20,5,12.5777,4.8023,4,56,14,NA,31,0.0877,25,0.0661,20,0.0837,38,0.2054,29,0.1343
2015,42,100,1,26.5932,12.0268,3,173,43,NA,25,0.0656,34,0.127,28,0.0889,27,0.0839,20,0.0536
2015,42,100,4,23.7137,10.3763,5,144,36,NA,26,0.0764,19,0.0653,21,0.0586,29,0.1022,31,0.0944
2015,42,100,5,16.0137,7.3263,5,104,41,NA,29,0.092,33,0.0881,33,0.1374,29,0.1013,29,0.0883
2015,42,500,1,5.1295,2.6005,4,39,29,NA,29,0.0899,20,0.0645,26,0.0808,26,0.0663,30,0.0926
2015,42,500,3,23.7357,10.8843,6,136,35,NA,24,0.0636,37,0.1398,32,0.0798,28,0.0586,32,0.1284
2015,42,500,4,23.3237,10.0663,4,137,43,NA,29,0.1023,24,0.0864,27,0.0619,17,0.0416,25,0.0834
2015,43,5,1,19.1824,9.8576,4,127,39,NA,22,0.0783,20,0.0611,27,0.0947,27,0.0721,32,0.0886
2015,43,5,2,13.579,7.931,4,98,46,NA,24,0.088,31,0.1015,22,0.0557,29,0.0934,26,0.0845
2015,43,5,3,6.1757,2.7843,4,43,27,NA,26,0.1009,21,0.0788,21,0.0688,23,0.0968,25,0.0943
2015,43,20,3,8.8914,5.3286,3,66,18,NA,22,0.0805,29,0.1118,24,0.0869,21,0.0846,29,0.1191
2015,43,20,4,7.8434,2.5766,3,38,3,NA,24,0.0448,26,0.0891,32,0.0787,37,0.116,29,0.0806
2015,43,20,5,10.388,7.132,3,70,11,NA,25,0.1213,19,0.0763,31,0.1475,32,0.1358,30,0.1221
2015,43,100,1,10.3567,5.5433,5,64,28,NA,25,0.1012,31,0.1275,31,0.12,30,0.1303,26,0.1147
2015,43,100,2,13.6858,7.7642,6,94,48,NA,5,0.0178,27,0.1029,22,0.0657,29,0.106,30,0.1129
2015,43,100,3,28.8096,15.4504,5,169,35,NA,29,0.1464,33,0.1292,30,0.0769,28,0.1123,31,0.1403
2015,43,500,3,19.563,11.627,5,157,76,NA,26,0.0955,29,0.0846,25,0.0803,23,0.0777,22,0.0698
2015,43,500,4,20.5934,11.1566,5,148,44,NA,20,0.0721,22,0.063,27,0.0886,12,0.0236,21,0.0753
2015,43,500,5,22.3316,13.3284,5,172,76,NA,19,0.073,28,0.117,33,0.1469,32,0.1388,27,0.1491
2015,44,5,3,25.5783,8.2817,7,108,34,NA,34,0.0916,33,0.0996,34,0.0627,38,0.0581,38,0.0785
2015,44,5,4,15.813,4.747,4,170,65,NA,39,0.1255,24,0.0314,27,0.0341,30,0.0749,36,0.0992
2015,44,5,5,10.2245,4.9555,4,75,35,NA,32,0.0768,26,0.0562,30,0.1081,32,0.0759,34,0.105
2015,44,20,1,4.3202,0.6398,2,41,8,NA,14,0.0244,16,0.034,12,0.0214,16,0.0126,15,0.0233
2015,44,20,2,14.7932,4.0168,4,78,23,NA,31,0.045,27,0.0276,38,0.093,23,0.0175,34,0.0518
2015,44,20,5,23.2305,4.5295,8,111,43,NA,17,0.0213,32,0.0631,34,0.0713,31,0.0343,27,0.0719
2015,44,100,1,6.1021,2.3279,5,38,18,NA,28,0.0642,28,0.0752,32,0.0852,22,0.0801,28,0.0754
2015,44,100,3,11.81,4.47,6,66,34,NA,29,0.0693,30,0.1007,32,0.1011,28,0.1056,34,0.0905
2015,44,100,5,15.0664,7.0936,2,81,18,NA,29,0.0688,34,0.1006,30,0.0957,31,0.089,35,0.1123
2015,44,500,2,18.0222,6.9378,4,91,34,NA,12,0.0202,32,0.0889,31,0.0693,30,0.0925,27,0.0969
2015,44,500,3,10.4989,3.5711,3,61,18,NA,26,0.0672,27,0.0697,20,0.0475,30,0.0977,28,0.0797
2015,44,500,4,17.2842,8.3958,5,125,25,NA,28,0.0916,29,0.0703,29,0.0776,38,0.1239,36,0.1329
2015,45,5,1,12.7376,3.3424,3,71,51,NA,28,0.0712,22,0.0418,29,0.0699,27,0.082,32,0.1176
2015,45,5,4,8.9657,3.0843,4,49,27,NA,23,0.061,30,0.0878,28,0.0832,25,0.058,26,0.0695
2015,45,5,5,12.5884,2.9116,5,67,35,NA,22,0.0699,29,0.0785,29,0.0897,32,0.066,30,0.1111
2015,45,20,1,4.564,1.626,1,24,7,NA,34,0.138,31,0.1049,35,0.1444,28,0.0922,30,0.1156
2015,45,20,2,23.3748,3.1152,6,85,58,NA,32,0.1259,27,0.0951,33,0.0679,29,0.0818,31,0.0915
2015,45,20,5,20.5198,7.6902,6,124,66,NA,37,0.1346,31,0.1107,27,0.0794,22,0.0569,31,0.1008
2015,45,100,1,14.9993,2.4707,6,73,22,NA,32,0.0555,32,0.091,27,0.0468,32,0.0695,21,0.0491
2015,45,100,3,24.9908,6.8692,8,122,55,NA,27,0.0549,21,0.0331,32,0.0621,32,0.0524,34,0.1257
2015,45,100,4,11.3753,3.8047,4,68,18,NA,27,0.0551,32,0.1143,28,0.0692,28,0.0794,27,0.0666
2015,45,500,2,12.0965,3.6235,5,56,32,NA,33,0.1114,29,0.0791,33,0.0907,34,0.102,33,0.1004
2015,45,500,4,18.8424,5.9976,7,107,68,NA,19,0.0356,26,0.0773,21,0.0506,26,0.0676,28,0.1035
2015,45,500,5,13.2428,3.3572,5,84,48,NA,24,0.0585,31,0.073,16,0.0468,20,0.052,35,0.103
2015,46,5,3,12.2642,4.8758,6,79,44,NA,30,0.0885,19,0.0535,29,0.0959,26,0.0866,27,0.1032
2015,46,5,4,10.0906,0.5394,4,34,21,NA,30,0.0481,31,0.0443,32,0.0493,33,0.0226,37,0.1802
2015,46,5,5,14.0578,4.8322,4,76,30,NA,28,0.0907,10,0.0184,29,0.0948,27,0.0743,28,0.092
2015,46,20,1,28.5093,2.6707,8,133,53,NA,30,0.0102,34,0.0791,16,0.0891,27,0.0249,24,0.0431
2015,46,20,4,21.4765,0.8535,7,85,52,NA,12,0.0054,16,0.0029,30,0.0133,29,0.0268,33,0.0232
2015,46,20,5,2.6483,0.1217,4,15,6,NA,14,0.0325,7,0.0077,6,0.0041,4,0.0052,19,0.0091
2015,46,100,1,13.9453,3.8247,5,82,35,NA,30,0.1546,31,0.1303,29,0.0878,27,0.0912,28,0.085
2015,46,100,3,13.9578,3.4422,3,76,27,NA,27,0.058,14,0.0225,30,0.0777,27,0.0431,34,0.1223
2015,46,100,4,9.128,0.352,3,41,18,NA,32,0.0186,26,0.0354,30,0.0187,30,0.0177,29,0.0401
2015,46,500,1,2.7286,0.5014,3,30,15,NA,16,0.0377,11,0.0208,11,0.0154,20,0.0234,23,0.0718
2015,46,500,3,5.7083,1.6717,2,37,20,NA,21,0.0663,26,0.0879,27,0.0909,28,0.0966,23,0.1153
2015,46,500,4,3.6237,1.1463,2,26,18,NA,7,0.0056,10,0.0093,32,0.0972,25,0.0703,30,0.0901
